,writer,titles,links,common_phrase,Text,Main_Actors,Main_actors_count,Role_names,Place,Lighting,lang
362,Mary,Kargin Haghordum sketch 315 (Hayko Mko),https://www.youtube.com/watch?v=rh2-lZwbQ9s&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=116&t=0s,"կրվողը համ իրա տեղնա անալիզ հանձնում, համ կրողի տեղը;   -Հա համաձայն եմբայց էսօրվա անծիբյոտիներն էլ հետը;    ամբողջ դեղերդ կրվում ես ;   -Բժիշկ ջան, ցերեկը իրան մի քիչ լավ չէր զգում, գնաց տուն;   -Ոնց ասումա գնաց տուն, հո դուք հիվանդ չեք արա","-Այ մարդ էս հիվանդանոցի կյանքն էլ կյանք չի;   -Առավոտը մեզի անալիզ ենք հանձնում իրիկունը արյուն, առավոտ մեզ;   -Յանի որ առողջ գայինք ստեղ, էսքան անալիզ հանձնեյինք, կարողա էսքան վատանայինք էլի;  -Լավ էսօր ինչի վրա ենք խաղում;   ախպեր արի գիտես ինչի վրա խաղանք, կրվողը համ իրա տեղնա անալիզ հանձնում, համ կրողի տեղը;   -Հա համաձայն եմբայց էսօրվա անծիբյոտիներն էլ հետը;   -Էլավ ախպեր, պռոստը երեկ անծիբյոծիկի վրա խաղացել ենք էլի, էդքան անծիբյոծիկ ինչ եմ անում, խոսկի արի էսօր հակասնկային խաղանք՝ նիստածին;  -Լավ արի;   -Գրի;  -Հլը  մի րոպե, էս բժշկի ձենը չի,   -․․․ամենակարևորը , էս ինչ եք անում, էս ձեր համար հիվանդանոցա թե կազինո,бардак устроили,   հավաքեք շուտ էդ կարտերը, Խաչատրյան տենց են անում, որ ամբողջ դեղերդ կրվում ես բարեկամներդ էլ գալիս են հետնրես կռիվ են անում, թե ինչիա բուժումդ էդքան թանկ նստում վրեքը, ոնց ես քեզ զգում;   -Արդեն լավ եմ;   -Մի հատ Խաչատրյանի անալիզների ընթացքը տվեք,   -Խաչատրյան շատ լավա,   ըըը վատ չի,  վատ չի,  լավ չի,  վատա, շատ վատա, ահավորա, լավ ,Հակոբյան դու ոնց ես քեզ զգում;   - Էս երկու օրը մի քիչ լավ չեմ էլի բժիշկ ջան ;   - Բա բժիշկը ինչա ասում, էէէ,  դեղերդ խմում ես,   - հա բա ոնց չեմ խմում;   -Հա լավ ես անում, շարունակի, բա էս ձեր պալատի երրորդ հիվանդը ուրա;   -Բժիշկ ջան, ցերեկը իրան մի քիչ լավ չէր զգում, գնաց տուն;   -Ոնց ասումա գնաց տուն, հո դուք հիվանդ չեք արա","Հայկո, Մկո, Աշոտ, բուժքույր",5,"Խաչատրյան, Հակոբյան",Հիվանդանոց,լուսավոր,հայերեն
363,Mary,Kargin Haghordum sketch 316 (Hayko Mko),https://www.youtube.com/watch?v=aeiBCku2UbE&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=117&t=0s,պարզենք ինչա ըլե,"-Մելիքյան, քանի որ առաջին օրնա, որ դու ընդունվել ես աշխատանքի պետավտոտեսչությունում, ես ուզում եմ , որպիսի դու ծանոթանաս մեր մի քանի դրվածքների հետ, դրանք հետևյալն են, ա ՝ անեմղին պաշտպանելը, դ՝ մեղավորին պատժելը,   ժ՝ ազնիվ անաչառ, օբյեկտիվ ըլնելը և Հայաստանում կա ևս մի կետ, էդի ք-նա, որ կարաս էդ վերը նշված երեք կետերը , լրիվ հակառակը անես, բայց պտի պահը ջոկես էլի, հա օրինակ նայի, հլը նայի, նիվեն դիստանցիա չի պահում, հեսա դեմինը ռեսկի տոռմուզա տալու, նիվեն մտնելուա մեջը, ովա ստեղ  անմեղ՝ դեմինը, ովա հարուր տոկոսանոց մեղավոր՝ հետևինը, գնացինք հետևինին պատժելու, դու էլ արի, կակ ռազ ակտ գրել կսովորես, ըհը․․․ ճանապարհատրանսպորտային պատահար, պարզենք ինչա ըլե;   -Այ ցավդ տանեմ, էլ ինչը պարզենք, ամեն ինչ պարզա, դիստանցիա չի պահե, եկել խփելա, ակտավորեք պրծեք;   - Էս քո մաշնենա ապեր;  -Հա;  -Ղարաբաղի համարներա,  դե պատմի ապեր, ոնց զադնի տվիր, ոնց էս մեր ախպոր մաշնեն ջարդիր;   -Գժվել ես այ ցավդ տանեմ, ինքնա, ես ինչ եմ արել․․․","Հայկո, Մկո, Աշոտ",4,Մելիքյան,Դուրս,լուսավոր,հայերեն
364,Mary,Kargin Haghordum sketch 317 (Hayko Mko),https://www.youtube.com/watch?v=SVTouedZkkU&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=118&t=0s, հնդկական կինո եմ սիրում,"-Գաղտնիք, գաղտնիք, գաղտ-նիք, գիտես ջան,մենք արդեն երկու տարիա ինչ ամուսնացած ենք և ես քեզ մի գաղտնիք ունեմ ասելու, ես գտնում եմ, որ երկու իրար սիրող մարդկանց  մեջ ոչ մի գաղտնիք չպետք է լինի, բայց դու, ամեն ինչ չի որ իմ մասին գիտես, հիշում ես, որ ես քեզ ասում էի, գնում եմ ամեն կիրակի կինո Երևանի մոտ գործնական հանդիպման, փաստորեն դա, այդպես չէր, ես գնում էի այնտեղ, բոլորովին ուրիշ նպատակով և նպատակը այն էր, որ ես;    -Սիրելիս, ես լիովին քո հետ համաձայն եմ, որ երկու սիրող մարդ, չպետք է իրարից գաղտնիք ունենան, ես արդեն մի տարի է ինչ գաղտնիք ունեմ, բայց անընդհատ վախենում եմ քեզ խոստովանեմ,քանի որ դու խոսակցությունը բացեցիր, թույլ տուր առաջիը ես խոստովանեմ քեզ իմ գաղտնիքը, անընդհատ ոնց որ քար լինի հոգուս վրա, ես արդեն մի տարի է կամ ամենաշատը մեկ ու կես տարի է ինչ քո եղբոր հետ քնում եմ,թեթևացավ միանգամից, բա քոնը ինչ գաղտնիք էր;   -Ես էլ ուզում էի ասեյ,որ  հնդկական կինո եմ սիրում","Հայկո, Մկո",2,Ոչ մի,Տուն,լուսավոր,հայերեն
365,Mary,Kargin Haghordum sketch 318 (Hayko Mko),https://www.youtube.com/watch?v=YoVa3ycxg-E&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=119&t=0s,"Ստե ովա՞ բժիշկը ;   այ յուղոտ մաշկով, կոլոտ ու բեջուռա անձնավորություն;    մեքենայի դխկոցը ակիցա, ոչ թե ավտոմատ կառոպկայից,որ թե ավտոմատ կառոպկայից;     ինչ նոր հիվանդություն կառաջարկեք ժամանակակից բժշկությանը;    լայն օրերի ընկերներ;    ես լիքը ուրախ եմ քո համար, ինձ ինչո՞վ կարաս օգնես;","-Իմ մոտ ամեն ինչ լավա, ես հանգիստ եմ, ինձ եչ մեկ չի ներվայնացնում,մեքենայի դխկոցը ակիցա, ոչ թե ավտոմատ կառոպկայից,որ թե ավտոմատ կառոպկայից;   -Բարի օր;  -Բարև;   -Ստե ովա՞ բժիշկը;   -Պարզա, մի րոպե, հեսա իմանամ,ը դուք զբաղված եք,հա կներեք, իսկ դո՞ւք, դուք էլ եք հա զբաղված, հազար ներողություն,իսկ դուք պարոն Ռամանովսկի՞; դուք էլ եք զբաղված, կարո՞ղ եմ ընդունել հիվանդին,շնորհակալություն, շնորհակալություն, ես եմ բժիշկը, նստեք,ինչ նոր հիվանդություն կառաջարկեք ժամանակակից բժշկությանը;   -Հը՞;   -Ասում եմ ինչ գանգատներ ունեք;   -Հա, ես ընդհանրապես ընկեր չունեմ,ինչով կարաս ինձ օգտակար ըլնես, այ յուղոտ մաշկով, կոլոտ ու բեջուռա անձնավորություն;   -Դուք եկել եք ճիշտ հասցեով, ես զբաղվում եմ հենց ձեր նման, ոչ ընկերասեր, էրեսին ասող և դրա համար կյանքում ոչ մի բանի չհասած մարկանցով,անգամ իմ դիսեռտացիան էլ է այդ թեմայով՝ լայն օրերի ընկերներ, ձեզ մոտ պարզապես գերլարվածություն է, ես ընդհամենը մեկ սեանսով կարող եմ այդ լարվածությունը հանել, նստեք ձեր տեղում, չգնաք, հեսա գալիս եմ,սեանսից առաջ ջուր խորհուրդ կտամ;   -Չեմ ուզում;   -Դու գիտես, թուլացնում ենք,շատ շատ շատ լարված ենք, շատ լարված ենք, թուլացնում ենք,թուլացնում ենք,այ սենց, փակում ենք աչքերը,աչքերը փակեցինք,իմ մոտ ամեն ինչ նորմալա,իմ մոտ ամեն ինչ լավա, ես ունեմ լավ տուն, ես ունեմ լավ մեքենա, ես ունեմ լավ ընտանիք, ես ունեմ լավ կին, որը ինձ սիրումա, ես ունեմ լավ երեխաներ, որոնք ինձ սիրում են, ես ունեմ լավ աշխատանք,այդտեղ ինձ բոլորը հարգում են, ես ունեմ լավ ընկերներ,նրանք ինձ սիրում են, իմ մոտ ամեն ինչ լավա, ես երջանիկ եմ;   -Բժիշկ, ես լիքը ուրախ եմ քո համար, ինձ ինչո՞վ կարաս օգնես;   -Թուլացեք  ","Հայկո, Մկո",2,Ոչ մի,Հիվանդանոց,լուսավոր,հայերեն
366,Mary,Kargin Haghordum sketch 319 (Hayko Mko),https://www.youtube.com/watch?v=yW_p-x7N2bw&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=120&t=0s,"Լա լա լա լա լա լա լա լավ, լավ,   դուք հիվանդանոց եք եկել, ոչ թե քաղմաս;   բայց ինչու մերժել, դուք չեք կարող ուղղակի էնպես անել, որ  ես ինձ հիմար չզգամ","-Տղա ջան, մենք ոնց էինք պայմանավորվել, դուք պետքա տրաֆարետ սարքեյիք, որպեսզի կպցնենյինք էս կաբինետիս դռան վրա, վրեն պտի գրեյիք Ստեփանյան Հովսեփ Ղազարյանի, տակը գրեյիք հոգեբան, իսկ դուք ինչ եք գրել, գրել եք հոգեկան, ես էլ ասում եմ էս հինգ օրա ինչի հիվանդ չեմ ընդունում, լավա քույրերից մեկը պատահական տեսավ,առավոտվանից էսօր արդեն տաս հատ հիվանդ ենք ընդունել, հենա տասնմեկերորդն էլ հենց նոր էկավ, անցեք նստեք, անցեք նստեք, տղա ջան, արի իրար հոգի չցավացնենք, ուրեմն սենց ենք անում, գալիս եք էս տրաֆարետը տանում եք թազեն եք բերում, իսկ վճարումը սենց ենք անում,ես ձեզ հիմա գումար չեմ վճարում, քո գործը ներվային գործա, ոնց էլ ըլնի վաղը մյուս օրը  հոգեկան պռոբլեմ կունենաս, այ էդ ժամանակ կգաս իմ մոտ, անվճար կբուժեմ,լավ, լավ, լավ լավ, լավ լավ,լսում եմ ձեզ;    -Ինձ Արմենակ Սմբատիչն է ձեզ մոտ ուղարկել,;    -Արմենակ Սմբատիչը իմ վաղեմի բարեկամնա,ինքը ինձ զգուշացրելա ձեր մասին, այո՞ լավ;   -Ինքը ինձ ասեց, որ դուք կարող եք ինձ օգել;    -Այո իհարկե, ես կփորձեմ ամեն ինչ ձեզ համար անել, լավ, լավ;    - Ես ձեզ հետ կարող եմ չէ լիովին անկեղծ լինել;   -Այո  իհարկե, դուք հիվանդանոց եք եկել, ոչ թե քաղմաս, այնպես որ անկեղծ ոնց էղելա, ինչ եղելա, հանգիստ պատմեք;   -Ես ամուսնացած կին չեմ;   -Լավ, լավ;   -Բնականաբար շատ հաճախ նոր տղամարդկանց հետ եմ հանդիպում;  -Լավ, լավ, լավ , լավ լավ;   -Ինչպես ասում են, փնտրում եմ իմ երկրորդ կեսին, ինձ թվումա դա ամոթ բան չի;   -Լավ, լավ, լավ, լավ, լավ;   -Իմ պռոբլեմը էնա բժիշկ ջան, որ էդ տղամարդկանց հետ ամեն հանդիպումը վերջանումա անկողնում;    -Լավ, լավ, լավ , լավ լավ;   -Հասկանում եք իմ պռոբլեմը էնա,որ  ես ոչ մի տղամարդու չեմ կարողանում մերժեմ,;    -Լավ, լավ, լավ , լավ լավ;   -Իսկ մյուս օրը ես ինձ հիմար եմ զգում ու տառապում եմ դրա պատճառով, -Լավ, լավ, լավ , այսինքն ես ճիշտ հասկացա, դուք ոչ մի տղամարդու չեք կարողանում մերժել,  հաջորդ օրն էլ ձեզ հիմար եք զգում;   -Այո, ես ոչ մի տղամարդու չեմ կարողանում մերժել, իսկ մյուս օրը ես ինձ հիմար եմ զգում,խնդրում եմ օգնեք ինձ էլի;   -Լա լա լա լա լա լա լա լավ, լավ,  ես ձեր բուժման մեթոդը գիտեմ, հենց հիմա ես ձեզ երեք րոպեյով կհիպնոզացնեմ,այնուհետև, երբ որ դուք արթնանաք, դուք ի վիճակի կլինեք յուրաքանչյուր տղամարդու մերժել;   -Բժիշկ ջան , բայց ինչու մերժել, դուք չեք կարող ուղղակի էնպես անել, որ  ես ինձ հիմար չզգամ;","Հայկո, Մկո",2,Ստեփանյան Հովսեփ Ղազարյանի,Հիվանդանոց,լուսավոր,հայերեն
367,Mary,Kargin Haghordum sketch 320 (Hayko Mko),https://www.youtube.com/watch?v=57S07atPnaI&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=121&t=0s,"Լուրջ ես ասում, չճանաչեցի՞ր;   -Չէ;    դե ուրեմն հարստաալու եմ;","-Ու բրիֆիգից հետո, Ասլանյանը էս տուփը մոռացավ ստեղ,էկա, ասի հետևից գոռամ, մեկ էլ հետաքրքրությունս բռնեց, ասի  տենամ մեջը ինչա, որ չտեսա մեջա ինչքան փող կա, չես պատկերացնում հետս ինչ կատարվեց, ես քեզ սենց ասեմ, հաշվեցի, մեր ինստիտուտ ավարտածի աշխատավարձով, էսքանը հիսուն տարում էլ չենք աշխատի, միանգամից զանգեցի քեզ, միակ ընկերս դու ես,ցավը տանեմ,հիմա էս փողը պետքա շտապ օֆիսից հանենք, քանի տերը հետ չի եկել, հիմա էդ էլ եմ մտածել ոնց ենք անում, էս փողը վերցնում ես, էն կորպուսները միացնող մութ կարիդորը գիտես, որ քեզ ոչ մեկ չտենա, էդ կարիդորով դուրս ես գալիս փողոց, ես էլ իմ մեքենայով գալիս եմ հենց մուտքի մոտ, ու ընդեղից շարունակում ենք, հասկացա՞ր;   -Չէ է;  -Ասում եմ էս փողը ձեռդ, որ  կենտրոնական մուտքով դուրս գաս,   քեզ անպայման կկասկածեն, դրա համար, քեզ ոչ ոք որ չտենա, էս կորպուսները միացնող միջանցքով կգնաս, դուրս կգաս միանգամից հետևի մուտքից, ես մեքենայով քյասարով կգամ ըտեղ ու ըտեղից կշարունակնեք, հասկացա՞ր;   -Չէ, -Նայի, որ չբռնվենք, դու փողերով, գնում ես միջանցքով, ես մեքենայով գալիս եմ միանգամից ընդեղ, ու շարունակում ենք մեր ճանապարհը, հասկացա՞ր;   -Սաքո ջան, դու  տուպո՞յ ես, ասում եմ չեմ հասկանում;    -Լավ, ես փողերով գնում եմ միջանցքով, դու մեքենայով գալիս ես ընդեղ, հիմա հասկացա՞ր;   -Հա;   -Էն տոպրակը ուրա;     -Ինչ եք ուզում;   -Ինձի չճանաչեցիր ապեր;    -Չէ;   -Լուրջ ես ասում, չճանաչեցի՞ր;   -Չէ;    դե ուրեմն հարստաալու եմ;","Հայկո, Մկո, Աշոտ",3,"Սաքո, Ասլանյան",Գրասենյակ,լուսավոր հետո մութ,հայերեն
368,Hayk T,Kargin Haghordum sketch 321 (Hayko Mko),https://www.youtube.com/watch?v=mHi92lKcp90&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=122&t=0s,"-Ո՞վա;   -Քո ներքին ձայնը;   -Ուստա բա ինչ անեմ;   էս ում վրա ես թքում, այ ոչխար,","-Շեֆ ջան, մտե բանկից փողը վերցրել եմ, հիմա փողը մոտսա, հա հենց էսօր էլ կարանք աշխատավարձները տանք, հա, հա գալիս եմ հասնում եմ, էս ինչ էղավ է, արա ընդե նայի թարսա, շեֆ,շեֆ աչքիս բենզինը վերջացավ,չէ էլի շեֆ ջան, էսօր աշխատավարձները տանք,փողը  մոտս չմնա, հա ոչինչ հեսա ստե քյասար ճանապարհ կա, ոտով մի տաս տասնհինգ րոպեյա, մինչև օֆիս էլի,բերեմ, աշխատավարձերը տամ, հա, հա շեֆ ջան գալիս եմ,չմնա էլի փողս, հա;   -Քաշվա;   -Չէ, չես քաշվե;   -Ո՞վա;   -Քո ներքին ձայնը;   -Ուստա բա ինչ անեմ;   -Էն բոյովին տենում ես;  -Հա տենում եմ;  -Էդ իրանց շեֆնա, թքի իրա վրա,էն կողքինները կմտածեն, որ դու իրանց շեֆից դուխով ես, կթողեն կփախնեն, դու էլ կգնաս քո գործերով ու չես քաշվի, դե դավայ, գնա թքի;   -Աաա էս ում վրա ես թքում, այ ոչխար,աաաա;    -Այ հիմա քաշվար։","Հայկո, Մկո, Աշոտ",5,Ոչ մի,Դուրս,այլ,հայերեն
369,Անի Անտոնյան,Kargin Haghordum sketch 343 (Hayko Mko),https://www.youtube.com/watch?v=RWd5fVbXz9k&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=144&t=0s,,հլը մի արի; ինչի; էդ զիբիլը թափի նոր արի; առավոտն եմ թափել; էլի տանը բան կա; մեր տանը միշտ էլ բան կա; իա բարև հարևան ջան; բարև; էս չլինի երեկ խոշոր հանցախումբ ես բացահայտել մեր ընկերների մասնակցությամբ; չէ; արա լավ ես ջոգի; չելավեկ պապուկին ես ձերբայժկալել; չէ; բա ընգեր ջան ոնց հասկանամ; երեկ լեյտենանտ էիր էսօր կապիտան ես; էդի ոնց հասկանամ; մեր տանը միշտ էլ բան կա; ,"Հայկո, Մկո",2,ոչ մի ,Շենք,լուսավոր,հայերեն
370,,Kargin Haghordum - Brnabarum hetenq berum (Hayko Mko),https://www.youtube.com/watch?v=Fyc5VWnAMog&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=145&t=0s,,,,,,,,
371,Անի Անտոնյան,Kargin Haghordum sketch 345 (Hayko Mko),https://www.youtube.com/watch?v=ZObebTTNacA&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=146&t=0s,"Արա էս շունը արդեն էստեղսա,  արա էս շանը պետքա հանենք, վաբշե ստուց ռադ անենք։",բմբուլ; բոքոն; հն ինչա էղել; կպցրիմ ախպեր; էս ներկերը կան առնող եմ ճարել; առաջի հարկի համար ինչքան էին ստացել; դե մի 10 հատ; երկրորդ հարկի համար; 20 հատ էլ երկրորդ հարկի; ըհն ախպեր ջան միասին ինչա անում 30; խանութում 10000 ովա դրած էս ներկերը; մեկին կպցրել եմ 5000 ով 30 հատն էլ մեր մոտից առնումա; 5000 անգամ 30 ինչա անում; ոբշեմ կարևոր չի; ինչ որ անումա իրեք մասի բաժանում ենք ու հավասարապես ուտում ենք; հն ինչ կասեք; ախպեր վաղը առավոտ պրառաբը գա հարցնի ներկերը ուր են ինչ ենք ասելու; էս հարցում մեզ կօգնի մեր սիրելի Կաշտանը; հա ինչ; ասեմ ինչ; վաղը առավոտ շուտ որ պրառաբը գա հարցնի ներկերն ուրա կասենք գիշերը Կաշտանը կերել ա; Կաշտանի դեմքն էլ կներկոտենք որ նայի տենա դեմքը ներկոտա կհավատա; համաձայն եք; հա ; դե ես գնամ  ներկերը ծախեմ փողերը վեկալեմ դուք էլ Կաշտանին բռնեք դեմքը ներկոտեք; էկավ; ինչ եք նստե արա; ես ձեզ չասի էսօր 3 հարկն էլ պետքա ներկած պրծած ըլնեք արա; խի գործ չեք անում արա; շեֆ ջան ախր ոնց գործ անենք եթե ներկ չկա; ոնց չկա արա; 3 օր առաջ 30 վեեդրո բերեցի արա; բան չունեմ ասելու շեֆ ջան; բայց էս գիշեր էս մեր Կաշտանը սաղ ներկը կերել ա; հենա նայի; արա դե էս շունը արդեն ըստեղս ա; արա էս շանը պտի հանենք վաբշե ստուց ռադ անենք; էն կաֆել խփելու վախտ էլ կաֆելչիկների մոտից 50 պաչկա կաֆել էր կերել,"Հայկո, Մկո, Աշոտ, Անդո",4,"բմբուլ, բոքոն, Կաշտան",Շենք,լուսավոր,հայերեն
372,Անի Անտոնյան,Kargin Haghordum - Kayfavat (Hayko Mko),https://www.youtube.com/watch?v=iGuN0A4qWIU&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=147&t=0s,,ապե հորս արև էկավ; ախպեր ես վերջը չջոգեցի էդի ով ա որ; ապե էս գյադեն ամեն օր գալիս ա նույն ժամին եկեղեցի; աչքիս էսի փիս հավատացյալ ա; ասում եմ կարելիա սրա վրա աննախադեպ կայֆավատ ըլնել; հը ինչ կասես; հա էլի մեկա հավայի լռված էինք բիսետկում;հորս արև արա;  ապեր քեզ մի 10 րոպեով կարելի ա; այո; ոնց հասկցանք ամեն օր եկեղեցի ես հա գնում գալի; ապե հիմա չջոգինք դու Եհովայի վկա ես թե աբիչնի հավատացյալ; մեր նման; ընգեր հլը կայֆավատը չի սկսել մի խնդա; այ հիմա սկսում ա; ապեր էս կտակարանդ նոր ա ընգեր; բա հինը ինչ ես արել ախպեր ջան;տարել ես դաչա; ապեր խնդա սկսելա ընգեր; հորս արև արա; ընգեր քեզ վատ մի զգա ստեղ քո հետ ոչ մի լուրջ բան չի կատարվելու; մի թեթև վրեդ կայֆավատ կլնենք քո ճամփով կեթաս ցավդ տանեմ; ոնցա էդ աստվածաշունչը ասում; ուրախացրա մերձավորիդ նենց ոնց ինքդ քեզ; հորս աչև սկսելա արդեն խնդա արա; լավ ընգեր ջան; մի հատ լուրջ հարց եմ տալի ու էթում ենք տներով ցավդ տանեմ; էդ ճիշտա որ էդ աստվածաշնչում ասում ա որ եթե թշին չափալախում են մյուսը դեմ տուր; այո; հմի դու աստվածաշնչով ես կյանքումդ շարժվում; այո իհարկե; չեմ հավատում; ստուգենք ապե; էսի քեզ առաջին չափալախ; էս էլ քեզ երկրորդ չափալախ; արա էսի չափալախի տրինաժոռ ա; էս էլ քեզ երրորդը; ապեր էս խի ես խփում որ; երրորդ չափալախի մասին աստվածաշնչում ոչ մի բան գրած չի ; էղավ արա; այ մերձավոր ,"Հայկո, Մկո,  Անդո",3,ոչ մի,Դուրս,լուսավոր,հայերեն
373,Անի Անտոնյան,Kargin Haghordum sketch 347 (Hayko Mko),https://www.youtube.com/watch?v=4vgmCuZn_Ok&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=148&t=0s,,կատարեք խաղադրույք; հիմա ոնց ենք անում ոնց պայմանավորվեցինք; բա ոնց; դնում ենք 5ի վրա; 5 կարմիր; արա դե մարդ պտի մի քիչ բախտ ունենա էլի հո զոռով չի; 3 հատ զույգ ես բերում ես 3 հատ իքիբիր; արա Սամո մեր կնանիքը ինչ էղան այ ախպեր; ա դե մի տե առևտուր են էլի անում; ախպեր ջան հասկացա  առևտուր են անում տունը 3 հատ էրեխա կա նյանյան էլ ջղայնանումա պտի տուն էթա էդ կնիկը; ա դե կգան էլի; Սամ մի հատ թողեք էլի էդ նարդին որ իմանաք էսօր մեր հետ ինչա էղել կգժվեք; Ռուզո ուր եք; Գոքոր դե լսի պատմեմ ինչ տեղի ունեցավ; ես ու Լիլոն որոշեցինք դուրս գանք խանութներով առևտւր անենք; շրջեցինք շրջեցինք ոչ մի բան չհավանեցինք; ասինք ինչ անենք ինչ չանենք մոտներս մի քիչ փող կար որոշեցինք գնանք կազինո մի հատ կխաղանք ու դուրս կգանք; ու գիտես որ թվի վրա որոշեցինք դնեինք; սպասեք ես պատմեմ սպասեք; որոշեցինք սենց անենք; իմ բուլզգալծերի համարը գումարեցինք Ռուզոյի բուլզգալծերի համարին իմը2րդ համարնա իրանը 3րդ գումարեցինք ստացվեց 5; դրեցինք 5 ի վրա ու գիտեք ինչ էղավ; 5ը շահեց; 100 դոլլար դրել էինք 3600 դոլլար շահեցինք; մարդա 1800 դոլլար փող ենք տուն բերել; արա լուրջ եք ասում; վայ Գոքոր երդվում եմ մամայի արև; հորս արև արա; ես ձեր էն բյուզգալտրների ռազմերին մեռնեմ արա; Գոքոր աչկիս էդ կազինոն մենք վաղը այցելենք; աղջկեք ասում եք էդ որ կազինոն էր; պարոնայք խաղադրույք կատարելու եք; կատարում ենք բա ոնց չենք կատարում; հլը մի րոպե; հիմա ոնց ենք անում; ոնց ոնց; ոնց մեր կանայք են արե նույն ձևով լ մենք պտի անենք; պռոստը քանի որ մենք բուլզգալտեր չունենք ուրիշ բան պետքա գումարենք իրար; ինչ; ասեմ ինչ; խոսկի դու քո կնգա հետ մի գիշերվա ընթացքում քանի անգամ ես ըլնում; ես 5 անգամ; բա դու քո կնգա հետ մի գիշերվա ընթացքում քանի անգամ ես ըլնում; 7 ախպեր; դե ուրեմն 5 ին պտի գումարենք 7; անումա 12; այսինքն սաղ փողը պետքա դնենք 12 ի վրա; քուր ջան ստեղ 2000 դոլլարի չափ դրամ ա սաղ փողը դնում ենք 12 ի վրա; ոնց 2; տեսար ինչ էղավ; իսկ որ իրար չխափեինք ճիշտ ասեինք հիմա կկրեինք; 7; բա չէ մի չէ 5,Հայկո Մկո Հասմիկ,4,"Գոքոր, Սամո Ռուզո, ",Այլ(գրեք ավելացնենք),լուսավոր,հայերեն
374,Անի Անտոնյան,Kargin Haghordum sketch 348 (Hayko Mko),https://www.youtube.com/watch?v=Z18dHpXGwQk&list=PLDDuEZQEC_uDcYhabzxMCFCs3vGGSGVX4&index=149&t=0s,,եթե ուզում ես դառնալ պրոֆեսիոնալ ստուգող մի քանի պայման կա որ անպայման պետքա կատարես; առաջինը էնա որ զորամասը ամեն օր պտի ստուգես; բայց պարոն գնդապետ րենքով զորամասը 6 ամիսը մեկ չեն ստուգում; ախր պարոն փոխգնդապետ 6 ամիսը մեկ ստուգումները անիմաստ են; ստուգումից 10 օր առաջ ընենց կսիրունացնեն իրանց զորամասը որ ՆԱՏՕ-ի զորամասները դեմը զիբիլանոց կերևան; երկրորդ կետը; որպեսզի ստուգումը լինի արդյունավետ ինքը պետքա լինի անսպասելի; այսինքն եթե գնում ես ստուգելու ցանկալիա որ գիշերով գնաս; մտնես զորամաս հետևի կողմից; էդ ամեն ինչը էդ ստուգումը անցկացնես զինվորի ծորերով; պարզ ա; պարոն գնդապետ բայց ամեն օր էդքան զորամաս ստուգելը մի քիչ խելքին մոտ չի;  ոնց խելքին մոտ չի; ես ինքս 10 տարի ա տենց եմ ստուգում; եթե ուզում ես կարամ ապացուցեմ; Սազան հլը միացրա իմ ենթակայության տակ գտնվող զորամասերից մեկի գումարտակ; կարոտել եմ; կարոտել եմ; սև աչերը յարիս կարոտել եմ; կարոտել եմ;կարոտել եմ; սև աչերը կարոտել եմ ; այլո; զինվորական անձնակազմիցա; հա; ձեր մոտ ինչ հաճախականությամբ են ստուգումները անցկացվում; դե վաբշե տը 6 ամիսը մեկ պետքա գան ստուգեն բայց մեկը կա ամեն օր գալիս ստուգումա; ըը ովա որ; էդ նախարարությունում մի հատ թարախ Կեղտիկյան կա էդի սաղ օրը ուզումա գա կեղտ բռնած ըլնի; էդ Կեղտիկյանը իրոք ըտենց թարախ ա; հը հը ասումա շատ թարախ ա; դրա մեջ էնքան թարախ ա կարա մի հատ թարախի ցեխ դնի; լսի տղա դու գիտես ում հետ ես զրուցում; չէ; սա գնդապետ Կեղտիկյաննա; իսկ դուք գիտեք դուք ում հետ եք խոսում; չէ; չէ դե ուրեմն հաջողություն; թարախ գնդապետ Կեղտիկյան; ,Հայկո Մկո,3,"Գնդապետ Կեղտիկյան, փոխգնդապետ, զինվոր",Բանակ,լուսավոր,հայերեն
